appointment_id,booking_id,customer_id,service_type,department,appointment_date,appointment_end,duration_minutes,description,cost,status,staff_id,staff_name
SA000443,BK014639,3334,Wellness Consultation,Spa & Wellness,2025-01-31 13:00:00,2025-01-31 14:00:00,60,60-minute Nutrition Planning consultation focusing on Work-Life Balance. Personalized Plan.,177.75,Scheduled,ST000359,Staff Member
SA000444,BK014639,3334,Spa Treatment,Spa & Wellness,2025-01-31 14:00:00,2025-01-31 15:00:00,60,Premium Deep Tissue experience for 60 minutes incorporating Traditional massage with Organic Products. Improved Circulation.,135.35,Scheduled,ST000359,Staff Member
SA000445,BK014701,23496,Wellness Consultation,Spa & Wellness,2025-01-13 11:00:00,2025-01-13 12:00:00,60,In-depth Nutrition Planning session for 60 minutes addressing Work-Life Balance. Lifestyle Enhancement.,166.19,Scheduled,ST000241,Staff Member
SA000446,BK014814,38542,Wellness Consultation,Spa & Wellness,2025-01-22 09:00:00,2025-01-22 10:00:00,60,Comprehensive 60-minute Wellness Strategy assessment targeting Stress Management. Actionable Goals.,176.8,Scheduled,ST000264,Staff Member
SA000447,BK014814,38542,Spa Treatment,Spa & Wellness,2025-01-22 10:00:00,2025-01-22 12:00:00,120,Hot Stone massage for 120 minutes using Modern techniques with Luxury Oils. Muscle Recovery.,157.25,Scheduled,ST000264,Staff Member
SA000448,BK014942,17497,Wellness Consultation,Spa & Wellness,2025-01-07 13:00:00,2025-01-07 13:45:00,45,45-minute Wellness Strategy consultation focusing on Diet Optimization. Expert Guidance.,144.85,Scheduled,ST000596,Staff Member
SA000449,BK014942,17497,Massage Therapy,Spa & Wellness,2025-01-07 11:30:00,2025-01-07 12:00:00,30,Specialized Relaxation therapy session for 30 minutes with Trigger Point approach. Faster Recovery.,88.22,Scheduled,ST000318,Staff Member
SA000450,BK014983,26131,Massage Therapy,Spa & Wellness,2025-01-07 13:45:00,2025-01-07 15:15:00,90,Targeted 90-minute Therapeutic treatment employing Deep Tissue methods for Sport-Specific. Faster Recovery.,100.95,Scheduled,ST000596,Staff Member
SA000451,BK015015,44647,Massage Therapy,Spa & Wellness,2025-01-22 13:00:00,2025-01-22 13:30:00,30,Specialized Recovery therapy session for 30 minutes with Swedish approach. Faster Recovery.,179.43,Scheduled,ST000264,Staff Member
SA000452,BK015064,37917,Spa Treatment,Spa & Wellness,2025-01-08 10:00:00,2025-01-08 11:30:00,90,Luxurious 90-minute Aromatherapy treatment featuring Organic Products and Traditional methods. Muscle Recovery.,220.63,Scheduled,ST000472,Staff Member
SA000453,BK015064,37917,Spa Treatment,Spa & Wellness,2025-01-08 13:00:00,2025-01-08 14:00:00,60,Luxurious 60-minute Deep Tissue treatment featuring Herbal Products and Traditional methods. Improved Circulation.,180.89,Scheduled,ST000472,Staff Member
SA000454,BK015091,42430,Spa Treatment,Spa & Wellness,2025-01-19 13:00:00,2025-01-19 15:00:00,120,Luxurious 120-minute Hot Stone treatment featuring Organic Products and Modern methods. Stress Relief.,211.66,Scheduled,ST000361,Staff Member
SA000455,BK015220,44257,Wellness Consultation,Spa & Wellness,2025-01-06 10:30:00,2025-01-06 11:15:00,45,Comprehensive 45-minute Wellness Strategy assessment targeting Sleep Improvement. Actionable Goals.,177.82,Scheduled,ST000469,Staff Member
SA000456,BK015220,44257,Massage Therapy,Spa & Wellness,2025-01-04 11:30:00,2025-01-04 12:00:00,30,30-minute Relaxation massage using Deep Tissue techniques. Focus on Problem Areas for Faster Recovery.,135.59,Scheduled,ST000142,Staff Member
SA000457,BK015423,20888,Spa Treatment,Spa & Wellness,2025-01-22 13:30:00,2025-01-22 15:00:00,90,Hot Stone massage for 90 minutes using Modern techniques with Herbal Products. Muscle Recovery.,265.33,Scheduled,ST000264,Staff Member
SA000458,BK015428,24371,Wellness Consultation,Spa & Wellness,2025-01-22 15:00:00,2025-01-22 15:45:00,45,45-minute Lifestyle Assessment consultation focusing on Work-Life Balance. Expert Guidance.,156.99,Scheduled,ST000264,Staff Member
SA000459,BK015428,24371,Massage Therapy,Spa & Wellness,2025-01-22 15:45:00,2025-01-22 16:15:00,30,30-minute Sports Massage massage using Swedish techniques. Focus on Full Body for Faster Recovery.,192.83,Scheduled,ST000264,Staff Member
SA000460,BK015447,16666,Spa Treatment,Spa & Wellness,2025-02-01 09:00:00,2025-02-01 11:00:00,120,Luxurious 120-minute Deep Tissue treatment featuring Organic Products and Traditional methods. Relaxation.,158.92,Scheduled,ST000767,Staff Member
SA000461,BK015447,16666,Spa Treatment,Spa & Wellness,2025-02-01 13:00:00,2025-02-01 15:00:00,120,Luxurious 120-minute Aromatherapy treatment featuring Luxury Oils and Eastern methods. Stress Relief.,234.63,Scheduled,ST000767,Staff Member
SA000462,BK015470,45638,Spa Treatment,Spa & Wellness,2025-01-06 13:00:00,2025-01-06 14:30:00,90,Swedish massage for 90 minutes using Western techniques with Herbal Products. Muscle Recovery.,251.09,Scheduled,ST000469,Staff Member
SA000463,BK015492,47921,Spa Treatment,Spa & Wellness,2025-01-31 15:00:00,2025-01-31 16:30:00,90,Premium Hot Stone experience for 90 minutes incorporating Modern massage with Luxury Oils. Muscle Recovery.,244.76,Scheduled,ST000359,Staff Member
SA000464,BK015519,40566,Spa Treatment,Spa & Wellness,2025-01-30 09:00:00,2025-01-30 11:00:00,120,Hot Stone massage for 120 minutes using Western techniques with Essential Oils. Muscle Recovery.,144.65,Scheduled,ST000278,Staff Member
SA000465,BK015519,40566,Wellness Consultation,Spa & Wellness,2025-01-30 15:45:00,2025-01-30 16:45:00,60,In-depth Wellness Strategy session for 60 minutes addressing Stress Management. Personalized Plan.,140.31,Scheduled,ST000739,Staff Member
SA000466,BK015554,15455,Spa Treatment,Spa & Wellness,2025-01-06 14:30:00,2025-01-06 16:00:00,90,Aromatherapy massage for 90 minutes using Western techniques with Luxury Oils. Relaxation.,181.77,Scheduled,ST000469,Staff Member
SA000467,BK015633,30870,Massage Therapy,Spa & Wellness,2025-01-22 16:15:00,2025-01-22 16:45:00,30,Targeted 30-minute Sports Massage treatment employing Swedish methods for Sport-Specific. Improved Mobility.,121.09,Scheduled,ST000264,Staff Member
SA000468,BK015633,30870,Spa Treatment,Spa & Wellness,2025-01-22 09:00:00,2025-01-22 11:00:00,120,Premium Swedish experience for 120 minutes incorporating Western massage with Organic Products. Improved Circulation.,202.32,Scheduled,ST000542,Staff Member
SA000469,BK015654,25277,Massage Therapy,Spa & Wellness,2025-01-31 09:00:00,2025-01-31 10:30:00,90,Targeted 90-minute Relaxation treatment employing Trigger Point methods for Sport-Specific. Improved Mobility.,169.14,Scheduled,ST000951,Staff Member
SA000470,BK015695,34280,Wellness Consultation,Spa & Wellness,2025-02-03 16:00:00,2025-02-03 17:00:00,60,In-depth Wellness Strategy session for 60 minutes addressing Diet Optimization. Lifestyle Enhancement.,93.99,Scheduled,ST000973,Staff Member
SA000471,BK015695,34280,Massage Therapy,Spa & Wellness,2025-02-03 11:30:00,2025-02-03 12:00:00,30,Targeted 30-minute Relaxation treatment employing Myofascial Release methods for Full Body. Improved Mobility.,89.31,Scheduled,ST000973,Staff Member
SA000472,BK015730,20681,Spa Treatment,Spa & Wellness,2025-02-03 09:00:00,2025-02-03 10:30:00,90,Deep Tissue massage for 90 minutes using Eastern techniques with Essential Oils. Stress Relief.,213.41,Scheduled,ST000385,Staff Member
SA000473,BK015730,20681,Wellness Consultation,Spa & Wellness,2025-02-03 10:30:00,2025-02-03 11:30:00,60,In-depth Nutrition Planning session for 60 minutes addressing Diet Optimization. Actionable Goals.,175.01,Scheduled,ST000385,Staff Member
SA000474,BK015737,28766,Wellness Consultation,Spa & Wellness,2025-01-28 13:00:00,2025-01-28 14:00:00,60,60-minute Wellness Strategy consultation focusing on Diet Optimization. Actionable Goals.,143.0,Scheduled,ST000536,Staff Member
SA000475,BK015737,28766,Massage Therapy,Spa & Wellness,2025-01-28 14:00:00,2025-01-28 15:00:00,60,60-minute Relaxation massage using Swedish techniques. Focus on Full Body for Faster Recovery.,173.91,Scheduled,ST000536,Staff Member
SA000476,BK015759,25840,Spa Treatment,Spa & Wellness,2025-01-06 09:00:00,2025-01-06 11:00:00,120,Luxurious 120-minute Deep Tissue treatment featuring Organic Products and Western methods. Relaxation.,235.58,Scheduled,ST000822,Staff Member
SA000477,BK015759,25840,Spa Treatment,Spa & Wellness,2025-01-06 13:00:00,2025-01-06 14:30:00,90,Premium Hot Stone experience for 90 minutes incorporating Eastern massage with Essential Oils. Muscle Recovery.,293.04,Scheduled,ST000822,Staff Member
SA000478,BK015825,12336,Wellness Consultation,Spa & Wellness,2025-01-20 11:00:00,2025-01-20 12:00:00,60,Comprehensive 60-minute Wellness Strategy assessment targeting Work-Life Balance. Personalized Plan.,103.06,Scheduled,ST000883,Staff Member
SA000479,BK015825,12336,Wellness Consultation,Spa & Wellness,2025-01-20 16:15:00,2025-01-20 17:00:00,45,45-minute Wellness Strategy consultation focusing on Diet Optimization. Lifestyle Enhancement.,152.0,Scheduled,ST000929,Staff Member
SA000480,BK015825,12336,Spa Treatment,Spa & Wellness,2025-01-20 13:00:00,2025-01-20 14:30:00,90,Luxurious 90-minute Swedish treatment featuring Herbal Products and Traditional methods. Relaxation.,205.29,Scheduled,ST000883,Staff Member
SA000481,BK015932,6631,Spa Treatment,Spa & Wellness,2025-01-25 10:00:00,2025-01-25 11:30:00,90,Luxurious 90-minute Hot Stone treatment featuring Organic Products and Traditional methods. Relaxation.,227.87,Scheduled,ST000225,Staff Member
SA000482,BK015932,6631,Massage Therapy,Spa & Wellness,2025-01-25 13:00:00,2025-01-25 14:00:00,60,60-minute Recovery massage using Trigger Point techniques. Focus on Full Body for Pain Relief.,124.85,Scheduled,ST000225,Staff Member
SA000483,BK015948,33431,Spa Treatment,Spa & Wellness,2025-01-14 13:00:00,2025-01-14 14:30:00,90,Luxurious 90-minute Swedish treatment featuring Organic Products and Eastern methods. Muscle Recovery.,147.64,Scheduled,ST000565,Staff Member
SA000484,BK016015,15669,Wellness Consultation,Spa & Wellness,2025-01-06 11:15:00,2025-01-06 12:00:00,45,In-depth Nutrition Planning session for 45 minutes addressing Stress Management. Personalized Plan.,100.25,Scheduled,ST000469,Staff Member
SA000485,BK016019,5694,Spa Treatment,Spa & Wellness,2025-01-22 11:00:00,2025-01-22 12:00:00,60,Luxurious 60-minute Deep Tissue treatment featuring Luxury Oils and Eastern methods. Improved Circulation.,164.31,Scheduled,ST000542,Staff Member
SA000486,BK016124,29300,Wellness Consultation,Spa & Wellness,2025-01-11 14:30:00,2025-01-11 15:15:00,45,Comprehensive 45-minute Wellness Strategy assessment targeting Stress Management. Personalized Plan.,112.21,Scheduled,ST000087,Staff Member
SA000487,BK016144,26993,Massage Therapy,Spa & Wellness,2025-01-19 15:00:00,2025-01-19 16:00:00,60,Specialized Therapeutic therapy session for 60 minutes with Myofascial Release approach. Pain Relief.,120.25,Scheduled,ST000361,Staff Member
SA000488,BK016154,22690,Wellness Consultation,Spa & Wellness,2025-01-10 10:30:00,2025-01-10 11:30:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Diet Optimization. Lifestyle Enhancement.,121.15,Scheduled,ST000079,Staff Member
SA000489,BK016251,26014,Wellness Consultation,Spa & Wellness,2025-01-17 13:00:00,2025-01-17 13:45:00,45,In-depth Health Coaching session for 45 minutes addressing Work-Life Balance. Lifestyle Enhancement.,146.72,Scheduled,ST000147,Staff Member
SA000490,BK016279,46184,Spa Treatment,Spa & Wellness,2025-01-22 13:00:00,2025-01-22 14:30:00,90,Luxurious 90-minute Deep Tissue treatment featuring Luxury Oils and Modern methods. Stress Relief.,237.56,Scheduled,ST000542,Staff Member
SA000491,BK016294,40665,Massage Therapy,Spa & Wellness,2025-01-28 15:00:00,2025-01-28 15:30:00,30,30-minute Therapeutic massage using Deep Tissue techniques. Focus on Tension Relief for Improved Mobility.,117.0,Scheduled,ST000536,Staff Member
SA000492,BK016302,30531,Wellness Consultation,Spa & Wellness,2025-01-06 16:00:00,2025-01-06 17:00:00,60,In-depth Nutrition Planning session for 60 minutes addressing Sleep Improvement. Actionable Goals.,157.66,Scheduled,ST000469,Staff Member
SA000493,BK016307,38569,Massage Therapy,Spa & Wellness,2025-02-01 11:00:00,2025-02-01 12:00:00,60,Specialized Recovery therapy session for 60 minutes with Deep Tissue approach. Stress Reduction.,103.11,Scheduled,ST000767,Staff Member
SA000494,BK016310,16556,Spa Treatment,Spa & Wellness,2025-01-21 10:00:00,2025-01-21 11:30:00,90,Swedish massage for 90 minutes using Eastern techniques with Essential Oils. Muscle Recovery.,293.34,Scheduled,ST000739,Staff Member
SA000495,BK016339,6215,Spa Treatment,Spa & Wellness,2025-01-23 09:00:00,2025-01-23 10:30:00,90,Premium Hot Stone experience for 90 minutes incorporating Modern massage with Essential Oils. Muscle Recovery.,170.88,Scheduled,ST000252,Staff Member
SA000496,BK016339,6215,Spa Treatment,Spa & Wellness,2025-01-23 10:30:00,2025-01-23 11:30:00,60,Luxurious 60-minute Swedish treatment featuring Essential Oils and Modern methods. Stress Relief.,158.11,Scheduled,ST000252,Staff Member
SA000497,BK016339,6215,Wellness Consultation,Spa & Wellness,2025-01-23 13:00:00,2025-01-23 14:00:00,60,Comprehensive 60-minute Health Coaching assessment targeting Diet Optimization. Personalized Plan.,104.31,Scheduled,ST000252,Staff Member
SA000498,BK016439,3393,Massage Therapy,Spa & Wellness,2025-01-27 16:00:00,2025-01-27 17:00:00,60,Targeted 60-minute Recovery treatment employing Swedish methods for Problem Areas. Faster Recovery.,198.54,Scheduled,ST000883,Staff Member
SA000499,BK016439,3393,Massage Therapy,Spa & Wellness,2025-01-27 09:00:00,2025-01-27 10:00:00,60,60-minute Sports Massage massage using Trigger Point techniques. Focus on Tension Relief for Improved Mobility.,165.35,Scheduled,ST000941,Staff Member
SA000500,BK016450,17499,Wellness Consultation,Spa & Wellness,2025-01-06 11:00:00,2025-01-06 12:00:00,60,Comprehensive 60-minute Lifestyle Assessment assessment targeting Work-Life Balance. Personalized Plan.,155.94,Scheduled,ST000822,Staff Member
SA000501,BK016450,17499,Wellness Consultation,Spa & Wellness,2025-01-06 14:30:00,2025-01-06 15:15:00,45,Comprehensive 45-minute Wellness Strategy assessment targeting Sleep Improvement. Expert Guidance.,145.37,Scheduled,ST000822,Staff Member
SA000502,BK016450,17499,Massage Therapy,Spa & Wellness,2025-01-04 16:30:00,2025-01-04 17:00:00,30,Specialized Recovery therapy session for 30 minutes with Trigger Point approach. Improved Mobility.,112.88,Scheduled,ST000142,Staff Member
SA000503,BK016459,37212,Massage Therapy,Spa & Wellness,2025-01-19 16:00:00,2025-01-19 17:00:00,60,Specialized Sports Massage therapy session for 60 minutes with Trigger Point approach. Faster Recovery.,97.26,Scheduled,ST000361,Staff Member
SA000504,BK016502,49383,Massage Therapy,Spa & Wellness,2025-01-06 15:15:00,2025-01-06 16:15:00,60,Specialized Relaxation therapy session for 60 minutes with Deep Tissue approach. Improved Mobility.,170.55,Scheduled,ST000822,Staff Member
SA000505,BK016513,16315,Massage Therapy,Spa & Wellness,2025-01-04 16:30:00,2025-01-04 17:00:00,30,Specialized Relaxation therapy session for 30 minutes with Trigger Point approach. Stress Reduction.,127.9,Scheduled,ST000858,Staff Member
SA000506,BK016617,3564,Massage Therapy,Spa & Wellness,2025-01-06 09:00:00,2025-01-06 10:00:00,60,Targeted 60-minute Therapeutic treatment employing Deep Tissue methods for Full Body. Improved Mobility.,179.12,Scheduled,ST000191,Staff Member
SA000507,BK016710,2089,Spa Treatment,Spa & Wellness,2025-01-31 13:00:00,2025-01-31 15:00:00,120,Premium Deep Tissue experience for 120 minutes incorporating Traditional massage with Essential Oils. Relaxation.,181.67,Scheduled,ST000951,Staff Member
SA000508,BK016732,17444,Massage Therapy,Spa & Wellness,2025-01-12 16:00:00,2025-01-12 17:00:00,60,Targeted 60-minute Therapeutic treatment employing Swedish methods for Tension Relief. Stress Reduction.,196.8,Scheduled,ST000898,Staff Member
SA000509,BK016774,30019,Massage Therapy,Spa & Wellness,2025-01-04 11:30:00,2025-01-04 12:00:00,30,30-minute Relaxation massage using Myofascial Release techniques. Focus on Problem Areas for Faster Recovery.,141.63,Scheduled,ST000367,Staff Member
SA000510,BK016781,29984,Wellness Consultation,Spa & Wellness,2025-01-09 11:00:00,2025-01-09 11:45:00,45,45-minute Nutrition Planning consultation focusing on Sleep Improvement. Expert Guidance.,96.77,Scheduled,ST000191,Staff Member
SA000511,BK016781,29984,Wellness Consultation,Spa & Wellness,2025-01-09 13:00:00,2025-01-09 13:45:00,45,In-depth Health Coaching session for 45 minutes addressing Work-Life Balance. Lifestyle Enhancement.,143.43,Scheduled,ST000191,Staff Member
SA000512,BK016795,11848,Spa Treatment,Spa & Wellness,2025-01-18 09:00:00,2025-01-18 10:30:00,90,Premium Deep Tissue experience for 90 minutes incorporating Modern massage with Essential Oils. Relaxation.,267.76,Scheduled,ST000464,Staff Member
SA000513,BK016832,28289,Wellness Consultation,Spa & Wellness,2025-01-06 16:15:00,2025-01-06 17:00:00,45,In-depth Health Coaching session for 45 minutes addressing Diet Optimization. Actionable Goals.,132.09,Scheduled,ST000822,Staff Member
SA000514,BK016832,28289,Wellness Consultation,Spa & Wellness,2025-01-06 10:00:00,2025-01-06 10:45:00,45,Comprehensive 45-minute Nutrition Planning assessment targeting Stress Management. Personalized Plan.,119.19,Scheduled,ST000191,Staff Member
